prompt_id,judge_delta,high_gap_delta,length_delta,completion_delta,refusal_diagnostic_delta,seed,comparison
kd_8668f267ac7a52bca77258b0,-0.2727058855758818,0.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_21e05f9048486f62561d70cb,0.018678485313416537,0.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_c8f73e4da8bbc74402e4457a,-0.34741982682954814,0.0,-65.0,0.0,0.0,43,knn_minus_proxy
kd_97455520dd0400652f19b288,0.037356970626833075,-1.0,-228.0,1.0,0.0,43,knn_minus_proxy
kd_51b5f42b31396d4dfad14080,-0.18118130754014067,1.0,157.0,0.0,0.0,43,knn_minus_proxy
kd_283aa47667ab0f8f72b4f7fb,-0.14102256411629502,0.0,-1.0,0.0,1.0,43,knn_minus_proxy
kd_e5f205930c45d3a8c2690b73,0.49217808800852636,0.0,-119.0,0.0,-1.0,43,knn_minus_proxy
kd_6b5fc0131d5fa6acf679a964,-0.16437067075806544,0.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_29d7e1c97e11797659573572,-0.19799194432221556,0.0,-17.0,0.0,0.0,43,knn_minus_proxy
kd_2b4c5db78039873bcd0c5243,-1.5166930074494251,0.0,17.0,0.0,0.0,43,knn_minus_proxy
kd_8af5e2303bb6525d507373c2,0.0,0.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_bd07da4570d7d8257c80f9c8,-0.03362127356414979,0.0,-103.0,1.0,0.0,43,knn_minus_proxy
kd_11a0a7838ceb038b878b1384,0.0,0.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_337de4cac2c2b6013d965258,0.029885576501466726,0.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_82c59f52ef83959fb4719b7f,-0.33247703857881494,0.0,-55.0,0.0,0.0,43,knn_minus_proxy
kd_c413db9546b13dd02b7651cc,0.7900999287575206,0.0,-27.0,0.0,1.0,43,knn_minus_proxy
kd_a34d08150abb6ab91810237c,0.0,0.0,-51.0,1.0,0.0,43,knn_minus_proxy
kd_03c4977c72f101e6ffa0d554,0.0,0.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_d94070ac7ac057dd328baf23,0.3203360231250941,0.0,190.0,-1.0,1.0,43,knn_minus_proxy
kd_0793f9bcfee6188a7909ed5d,0.0,0.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_37e005e20c8045235504784d,0.8704174156052118,-1.0,-44.0,0.0,0.0,43,knn_minus_proxy
kd_cce166c6ae4ade447f92df31,-1.0497308746140108,0.0,-82.0,0.0,1.0,43,knn_minus_proxy
kd_4b625e06304655df1a468cdf,0.10086382069244948,0.0,6.0,0.0,0.0,43,knn_minus_proxy
kd_5e9254e9fad91fc915dc82b3,-0.11393876041184112,0.0,-7.0,0.0,0.0,43,knn_minus_proxy
kd_236dca1fd7f3100029dee6d5,2.327339270051704,0.0,-156.0,0.0,1.0,43,knn_minus_proxy
kd_ff09ac0a847e09a7e7e89710,-0.14008863985062428,0.0,48.0,0.0,0.0,43,knn_minus_proxy
kd_4795e2d66ea2fb9712fb73f7,0.23348106641770705,0.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_2171f943ee83b0e11c23beff,-0.6724254712829962,-1.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_d86001e07af2e2fd8e02d0e9,0.0,0.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_ce0a7427a6f6a61142fb7ea0,0.20172764138489885,0.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_a9e7370ede480a455e83ad2b,0.11580660894318273,0.0,-8.0,0.0,0.0,43,knn_minus_proxy
kd_4c3f5995c10e7e602c95221e,-0.3829089489250396,0.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_8da15d7c749e6ac90c6b6436,0.0,0.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_1b4c1c215484dd7870c27c8e,-0.11954230600586613,0.0,-18.0,0.0,0.0,43,knn_minus_proxy
kd_a9b4f902f6a3da82280503f3,0.029885576501466504,0.0,-12.0,0.0,0.0,43,knn_minus_proxy
kd_ebcb4ed0d2ab9791fd2e428c,-0.1270137001312327,0.0,6.0,0.0,0.0,43,knn_minus_proxy
kd_623ef34c85aa74b0958ee4c9,0.6070507726860384,0.0,-243.0,1.0,1.0,43,knn_minus_proxy
kd_ca27925b457fc5e4b1669206,0.0,0.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_16966534cf8172598e749081,0.831192596447037,0.0,-50.0,1.0,0.0,43,knn_minus_proxy
kd_87fda711fc4d6256cd5bf7c4,-0.514125308251791,0.0,108.0,-1.0,0.0,43,knn_minus_proxy
kd_3a8fb93118a1b39075962739,0.31006285620271495,0.0,-9.0,0.0,0.0,43,knn_minus_proxy
kd_7d5b9fc0bd59b96425a64085,0.0,0.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_82b876bbfef53a260e4b4e20,0.2157365053699613,0.0,2.0,-1.0,0.0,43,knn_minus_proxy
kd_044bde64f9986a05674ea4d2,1.5316357957001585,0.0,-97.0,0.0,1.0,43,knn_minus_proxy
kd_821e0f654adcb99f6f68c9f3,0.19425624725953222,0.0,-74.0,0.0,0.0,43,knn_minus_proxy
kd_ab78b15678105538aa51021a,0.0,0.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_f016fcf9b0d0e769354f9c85,-0.36423046361162303,0.0,-67.0,0.0,0.0,43,knn_minus_proxy
kd_ca15fd55ffff62883064e0ad,0.0,0.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_f707be2d82f4e5e385e2c5ca,-0.190520550196849,0.0,-6.0,0.0,0.0,43,knn_minus_proxy
kd_d974ecf03aa672b03b4c8ab3,0.1232780030685493,-1.0,-71.0,0.0,0.0,43,knn_minus_proxy
kd_cf2814ca44f9ef14b93bafbd,0.05977115300293301,0.0,-5.0,0.0,0.0,43,knn_minus_proxy
kd_0aa8fe11dc4c97d22c54c355,-0.41746414675486027,0.0,19.0,0.0,0.0,43,knn_minus_proxy
kd_19a2ff75aab347a6d8ff24f5,0.0,0.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_f5fba225b2fd620271ec8add,-0.13822079131928267,0.0,69.0,-1.0,0.0,43,knn_minus_proxy
kd_d3c2c827120bcab2893845cd,-0.07844963831634966,0.0,-18.0,0.0,0.0,43,knn_minus_proxy
kd_3d43bfe87cb6a72af076a5e9,-0.14942788250733252,0.0,-3.0,0.0,0.0,43,knn_minus_proxy
kd_9b8942e49d6f80fef85d3613,-0.3063271591400316,0.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_8d26378843b90a1a62657931,0.502101033331279,0.0,-28.0,0.0,0.0,43,knn_minus_proxy
kd_65077295286db4782b024d16,-0.17744561047745738,0.0,25.0,0.0,0.0,43,knn_minus_proxy
kd_086124d3689ecd3b2c30c2ec,-0.7321966242859294,0.0,-94.0,0.0,0.0,43,knn_minus_proxy
kd_3bea970098f23cf84826519f,0.6630862286262881,0.0,-5.0,0.0,0.0,43,knn_minus_proxy
kd_8dd9857d10ad3ebc22616bd8,-0.4333408592712642,0.0,-18.0,0.0,0.0,43,knn_minus_proxy
kd_4d0d6fa57578f0d0efa044b5,0.48564061814883075,0.0,4.0,0.0,0.0,43,knn_minus_proxy
kd_d8024c1ddef532bacd6784bb,-0.0074713941253663485,0.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_5e6e8d005c00a2aee63800cb,0.05977115300293301,0.0,72.0,0.0,0.0,43,knn_minus_proxy
kd_4559241bcfb1aa502210e545,-0.4725656784294391,0.0,-29.0,0.0,0.0,43,knn_minus_proxy
kd_0cc4301791a6eb00666c5bad,0.7172538360351961,0.0,-133.0,1.0,0.0,43,knn_minus_proxy
kd_488876812436c1253e955a11,0.2540274002624652,0.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_74d1bdb4886aaffcb6d14efb,-0.45015149605333915,0.0,47.0,0.0,0.0,43,knn_minus_proxy
kd_762dd58b7f22d9748b8e32a8,-0.1382207913192825,0.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_f64afcc6a63b828ed0e1dedd,0.2465560061370986,-1.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_236e7384e46f828df553b991,0.0037356970626831743,0.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_6cf4ad7884cfe1898b9104e6,-0.27083803704454024,0.0,-19.0,0.0,0.0,43,knn_minus_proxy
kd_8abd8b27600a81a506daa920,-0.4865745424145016,1.0,-115.0,1.0,0.0,43,knn_minus_proxy
kd_e776273c909299fce421471d,-0.2967544354169056,0.0,-79.0,1.0,0.0,43,knn_minus_proxy
kd_d91f830455a641ac96855ff6,-0.054167607408908025,0.0,-24.0,0.0,0.0,43,knn_minus_proxy
kd_80f12ca54f6cf986ef496efd,-0.3100628562027149,0.0,-23.0,0.0,0.0,43,knn_minus_proxy
kd_8777e1296f5125ef0ee39d74,-0.03735697062683263,0.0,4.0,0.0,0.0,43,knn_minus_proxy
kd_ea604f4141334eba9623b292,-0.11393876041184109,0.0,152.0,-1.0,0.0,43,knn_minus_proxy
kd_5c16e3d38ecd0176c0e3a23c,-0.9843561760170529,0.0,-47.0,0.0,0.0,43,knn_minus_proxy
kd_0b7e493dc98010cdcff214c8,0.3287413415161316,0.0,48.0,0.0,0.0,43,knn_minus_proxy
kd_7c575b69653cbd6bdccbc595,0.23721676348039034,0.0,-25.0,0.0,0.0,43,knn_minus_proxy
kd_9a565ac42a71dae4a9da998e,-0.23908461201173203,0.0,-2.0,0.0,0.0,43,knn_minus_proxy
kd_5b26426cf847bd2eef163de0,-0.09806204789543702,0.0,-64.0,0.0,0.0,43,knn_minus_proxy
kd_4e39a90863e91542e1fd29e2,0.0181677454806277,0.0,-93.0,0.0,0.0,43,knn_minus_proxy
kd_fa631b7a92e860d0dad33e1c,0.07471394125366593,0.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_5209236ae7729d9ac7e48716,0.47816922402346407,0.0,-243.0,1.0,1.0,43,knn_minus_proxy
kd_98d59f41efa9c09e3abc4ebb,-0.35862691801759805,0.0,3.0,0.0,0.0,43,knn_minus_proxy
kd_53ba6f4544a286c85e14ca20,-1.3060930855406536,0.0,-52.0,0.0,1.0,43,knn_minus_proxy
kd_49c248641eb2d6f1d1950084,0.7023110477844628,0.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_dbd08ce1073022ee3d124c6d,-0.04856406181488315,0.0,33.0,0.0,0.0,43,knn_minus_proxy
kd_06e345cbde874b568b26d1b4,-0.4753674512264516,0.0,90.0,-1.0,0.0,43,knn_minus_proxy
kd_4813a77c7b4bf2fd040179aa,0.4109266768951645,0.0,28.0,0.0,1.0,43,knn_minus_proxy
kd_8444bdbe63e22390cd93bcd2,0.1998597928535572,0.0,-60.0,0.0,0.0,43,knn_minus_proxy
kd_83bb4e6461489c4c40824781,-0.7891660044918497,0.0,-66.0,0.0,0.0,43,knn_minus_proxy
kd_06eec941cd2ec2e1fa181ff1,1.126312664399019,0.0,-39.0,1.0,0.0,43,knn_minus_proxy
kd_feb2b96e9a044e19ee29555e,-0.1419564883819655,0.0,14.0,0.0,0.0,43,knn_minus_proxy
kd_78df168c28f4e09a22bed868,-1.2794762439690346,0.0,-27.0,0.0,0.0,43,knn_minus_proxy
kd_e91d0044e10bda49a8c28677,0.4931120122741973,0.0,-1.0,0.0,0.0,43,knn_minus_proxy
kd_8b9e6a55490f80296d500706,0.0,0.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_662c3b6170b155c4362e053a,-0.11393876041184098,0.0,11.0,0.0,0.0,43,knn_minus_proxy
kd_3ecf1a348b52f623c83b3fe8,-0.38851249451906433,0.0,80.0,-1.0,0.0,43,knn_minus_proxy
kd_d1198ede1f47c356dd5f7e3a,0.2204061266983155,0.0,-171.0,1.0,1.0,43,knn_minus_proxy
kd_6bb685b772eaffd82c21b081,-0.32126994739076487,0.0,-173.0,1.0,0.0,43,knn_minus_proxy
kd_ca499aa46528d8b7d3c94e4f,0.0,0.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_55b7d1af43893646313ded93,-0.10086382069244951,0.0,-39.0,0.0,0.0,43,knn_minus_proxy
kd_9adcd16baf7bc4a68d2a398c,0.0,0.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_f0019a4d77a3f9fe318e4d62,0.011207091188049967,0.0,7.0,0.0,0.0,43,knn_minus_proxy
kd_ebe3fac8574aee5567a18afc,-0.7247252301605628,0.0,-146.0,1.0,0.0,43,knn_minus_proxy
kd_8c3f0cc2d75f0cf10c55ac07,-0.13448509425659927,0.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_f4b4ae374e188551f3967af1,-0.5248654373070055,0.0,-41.0,0.0,0.0,43,knn_minus_proxy
kd_a1c9700358857353340ccb81,0.8883954577193753,0.0,-158.0,0.0,0.0,43,knn_minus_proxy
kd_ebb24912bf0232486426305b,-0.2157365053699612,0.0,42.0,0.0,0.0,43,knn_minus_proxy
kd_e571063c330303bb0bca80be,0.0,0.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_c755db06ddc0378ee0b76874,0.0,0.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_9a367e042175ddc1fb0915ae,0.1830491560714823,0.0,-44.0,1.0,0.0,43,knn_minus_proxy
kd_eac3510935e7974ad86dc827,0.08592103244171623,0.0,4.0,0.0,0.0,43,knn_minus_proxy
kd_35011030e3aa2e468d696867,0.20919903551026553,0.0,64.0,-1.0,0.0,43,knn_minus_proxy
kd_7636bfb822f4dd83b341bed4,0.4632264357727308,0.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_041ba9ce056458d281afdcff,-0.40812490409815183,0.0,59.0,0.0,0.0,43,knn_minus_proxy
kd_931b5f84a49c202ba066bee6,0.022414182376099823,0.0,-29.0,0.0,-1.0,43,knn_minus_proxy
kd_25db436c71b9990defbe6aff,-0.022414182376099878,0.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_c219d01ea20a1da24142cf2e,0.6051829241546967,0.0,-137.0,1.0,0.0,43,knn_minus_proxy
kd_532e1623147754c42791b46c,-0.014942788250733141,0.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_e389ec673f8ce08a1ce1635c,-0.1531635795700158,0.0,17.0,0.0,0.0,43,knn_minus_proxy
kd_67f615fcff156ea034ef8879,0.3890378269185043,1.0,46.0,0.0,0.0,43,knn_minus_proxy
kd_4064ccf52794160905a9687e,0.2166704296356322,0.0,-14.0,1.0,0.0,43,knn_minus_proxy
kd_d80b14cf752d3883efe74818,0.45388719311602255,0.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_10405fc8e8322e437a5c24ac,0.5715616505905466,0.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_4c8eacbf16c72610a070956e,0.3399484327041814,0.0,-164.0,1.0,1.0,43,knn_minus_proxy
kd_b54bdc70997a546522943ca0,0.0,0.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_b3288a802eef4ab284cfb3d7,0.1867848531341656,0.0,-211.0,1.0,1.0,43,knn_minus_proxy
kd_8731918f836cf360d2c874b7,0.16810636782074906,0.0,-87.0,0.0,0.0,43,knn_minus_proxy
kd_1de6bd9c7bb9935883f16258,-0.7186547224337023,0.0,26.0,0.0,0.0,43,knn_minus_proxy
kd_2ba2b251739dd370e7459fea,0.0,0.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_03fcff9eb3f60d462f3e1746,1.2112997725750638,0.0,75.0,0.0,0.0,43,knn_minus_proxy
kd_a054a32ad8c9bed42165f0bb,0.3222038716564357,0.0,26.0,0.0,0.0,43,knn_minus_proxy
kd_5ccae99141c04f582d9d4e8c,0.5640902564651802,0.0,-129.0,0.0,0.0,43,knn_minus_proxy
kd_b4572e45da1da4844245ee51,-0.6817647139397046,0.0,53.0,-1.0,0.0,43,knn_minus_proxy
kd_23d251ff18c0ad88cacc6466,0.006537469859695805,0.0,-1.0,0.0,0.0,43,knn_minus_proxy
kd_342202bc6d17db6cc2c316ae,0.1919214365953551,0.0,-24.0,0.0,0.0,43,knn_minus_proxy
kd_1129c1b82bb19e38ae4870ec,0.1270137001312326,0.0,-15.0,0.0,0.0,43,knn_minus_proxy
kd_58df97ce2ea22fa28cc93c1c,0.0,0.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_eff2c0bbcb525d453a94a003,0.635068500656163,0.0,46.0,0.0,0.0,43,knn_minus_proxy
kd_713edb3c8b3d82b02b238234,0.006544766143021399,0.0,-26.0,0.0,0.0,43,knn_minus_proxy
kd_3c3dff2d87dfc836a257dbb8,0.0,0.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_6c81d2cab0e5306b8114320b,-0.24503837920538363,0.0,-10.0,0.0,0.0,43,knn_minus_proxy
kd_0f645ab2f0cf6a296b667ee2,0.5902401359039633,0.0,-186.0,1.0,0.0,43,knn_minus_proxy
kd_bc813cbcb226739437b4fe74,0.028951652235795697,0.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_bf4df8885f043da35b45cddb,0.266168415716186,0.0,-102.0,0.0,0.0,43,knn_minus_proxy
kd_fa78995a636106aaf585d94e,-1.0063033962603174,0.0,-18.0,0.0,0.0,43,knn_minus_proxy
kd_7bbd2160035d8ee6a921a11a,0.007471394125366793,0.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_03fa424bfb530e4d47902a35,1.0763477161856296,0.0,-137.0,1.0,0.0,43,knn_minus_proxy
kd_c1e4365ce2f64bd9ba0dc62a,-0.3483537510952188,0.0,14.0,0.0,0.0,43,knn_minus_proxy
kd_32d138a29ca3c331c0afec3a,0.571561650590547,0.0,-184.0,1.0,0.0,43,knn_minus_proxy
kd_16038bbd91346c809dad8c15,-0.21293473257294881,0.0,142.0,-1.0,1.0,43,knn_minus_proxy
kd_1aa2e448451d3ff61d14e990,-0.2028950467169874,0.0,-15.0,0.0,0.0,43,knn_minus_proxy
kd_e25d516d60676126b5d870aa,0.11207091188049945,0.0,-74.0,0.0,0.0,43,knn_minus_proxy
kd_675d73c25297ff53c2dc8559,0.3922481915817479,0.0,-105.0,0.0,0.0,43,knn_minus_proxy
kd_aab2b402e73cd25cd7e0d59a,0.5491474682144469,0.0,-93.0,0.0,0.0,43,knn_minus_proxy
kd_4430ff871b6f0b3fa0ff9dae,0.0,0.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_a28cd4d8cc2900e435373bc8,0.2591639837236548,0.0,-8.0,0.0,0.0,43,knn_minus_proxy
kd_b68622ee718fd6e52012b13c,0.4987155578682223,0.0,-20.0,0.0,1.0,43,knn_minus_proxy
kd_498f2a7845ffb573474e40f0,0.6798968654083631,0.0,-161.0,1.0,0.0,43,knn_minus_proxy
kd_9540d3f6da989c518e04d119,0.1634367464923949,0.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_346696119c7964bcbae6018a,0.731612921619885,0.0,8.0,0.0,0.0,43,knn_minus_proxy
kd_c07053f6dfb037715ce86394,-0.44081225339663077,0.0,120.0,-1.0,0.0,43,knn_minus_proxy
kd_1d0def496835e6600a3cc4b4,-0.483772769617489,0.0,-7.0,0.0,0.0,43,knn_minus_proxy
kd_fe0c0fa50ae7379dc78fc33c,-0.05977115300293301,0.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_bff63c65835d118afd10e69d,0.1456921854446493,1.0,-21.0,0.0,0.0,43,knn_minus_proxy
kd_2843d67254c82288dfa42ff0,-0.820919429524658,0.0,-152.0,0.0,0.0,43,knn_minus_proxy
kd_e7911b3a050a9bdc5b63db6b,-0.014942788250733363,0.0,4.0,0.0,0.0,43,knn_minus_proxy
kd_fef504af01787a1429a14f66,-0.6528130617039088,0.0,56.0,0.0,0.0,43,knn_minus_proxy
kd_ae99c30704453d6bfc326643,0.6770950926113505,-1.0,152.0,0.0,0.0,43,knn_minus_proxy
kd_66e992eec4020646eb40d96f,-0.2122342893736957,0.0,-49.0,0.0,0.0,43,knn_minus_proxy
kd_73dbc68edc7127fcf9339f15,-0.30632715914003183,0.0,9.0,0.0,1.0,43,knn_minus_proxy
kd_0ca1c6458189bda41a449a35,0.1232780030685493,1.0,-23.0,0.0,0.0,43,knn_minus_proxy
kd_a7fb6c1706458e8f940da1e5,0.0466962132835414,0.0,-32.0,0.0,0.0,43,knn_minus_proxy
kd_6cd107ed88624782e14cae33,0.1194255654726571,0.0,-32.0,0.0,0.0,43,knn_minus_proxy
kd_83e0ec80c8009430665ba033,0.13074939719391598,0.0,36.0,0.0,0.0,43,knn_minus_proxy
kd_ee2ba887d02289aba9ac61d6,0.6948396536590962,0.0,-29.0,0.0,0.0,43,knn_minus_proxy
kd_8b796391a1ee138498db497e,0.0,0.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_3e98ce3602bbbafd06d07174,0.3903803430504062,0.0,-82.0,0.0,0.0,43,knn_minus_proxy
kd_ce4e9001e66a9885106723a4,-0.4211706586842412,0.0,-45.0,0.0,0.0,43,knn_minus_proxy
kd_0107d7e0c363b34b7179e6b7,-0.0074713941253665705,0.0,18.0,0.0,0.0,43,knn_minus_proxy
kd_8dfaf3ececbbbaad2867f07f,0.19612409579087386,0.0,-149.0,0.0,0.0,43,knn_minus_proxy
kd_bc0335880ba16b9d3a5a86e2,0.2465560061370986,0.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_7cab33e7bfcdd4dc0277a735,0.022414182376099934,0.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_5807efd3919dbbd623c3b410,-0.26523449145051514,0.0,-73.0,0.0,0.0,43,knn_minus_proxy
kd_a6a7a3662cf31f630b3e70fe,0.037356970626833075,0.0,-42.0,0.0,0.0,43,knn_minus_proxy
kd_0396dac0d83b97528eb72274,0.2727058855758819,0.0,-78.0,1.0,0.0,43,knn_minus_proxy
kd_1fda02ce136f642b26f7e54c,-0.48564061814883075,0.0,48.0,0.0,0.0,43,knn_minus_proxy
kd_e581f891227e38af7b0328b0,0.9899597216110779,0.0,3.0,0.0,0.0,43,knn_minus_proxy
kd_82264eee82ef5c190cecbbc8,0.40952579049665805,0.0,-28.0,0.0,0.0,43,knn_minus_proxy
kd_bd64fbd0d78bf868a90bb48d,-0.031753425032808216,0.0,66.0,0.0,0.0,43,knn_minus_proxy
kd_6531d681d9930408b8f87043,0.0037356970626832853,0.0,-128.0,0.0,0.0,43,knn_minus_proxy
kd_ecbb1e5a67d908096db321c8,-0.5491474682144469,0.0,-34.0,0.0,0.0,43,knn_minus_proxy
kd_89c00ebdad5a11f1ddfaacf8,-0.011207091188049967,0.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_06c7e1be566a48e13b9f1091,0.3819750246593687,0.0,-112.0,1.0,0.0,43,knn_minus_proxy
kd_6f9ea1a5dcb73a04202c6b51,0.11954230600586602,0.0,-44.0,0.0,0.0,43,knn_minus_proxy
kd_2f3f697bc5b8cdbbf312f872,0.0,0.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_3f1849c3b0a45b2a2ce5e3ac,0.8115801868679496,0.0,-19.0,0.0,0.0,43,knn_minus_proxy
kd_dbef906fa4b396823819e2b3,0.3137985532653983,0.0,-147.0,0.0,1.0,43,knn_minus_proxy
kd_8ecfa993673525e19c5b7610,0.4071909798324811,0.0,11.0,0.0,0.0,43,knn_minus_proxy
kd_40697a5226c30c4d016e8fdb,-0.05229975887756644,0.0,53.0,-1.0,0.0,43,knn_minus_proxy
kd_5de1f8173b117c560f13de2e,0.40345528276979775,0.0,-176.0,1.0,0.0,43,knn_minus_proxy
kd_d271bd6572d5edfd93e34f4a,0.5771651961845718,0.0,-57.0,1.0,0.0,43,knn_minus_proxy
kd_07eabc02dd7b67f836daf48d,-0.036423046361162295,0.0,15.0,0.0,0.0,43,knn_minus_proxy
kd_fcc7a96f19ea8c3f601dde96,-0.07097824419098286,-1.0,52.0,0.0,0.0,43,knn_minus_proxy
kd_bf15440e9f8b5ba6ea16e7e8,0.23908461201173203,-1.0,112.0,-1.0,0.0,43,knn_minus_proxy
kd_6b5809724e52657461669247,-0.14756003397599088,0.0,-107.0,0.0,0.0,43,knn_minus_proxy
kd_46468a1c238400968442298d,-0.3941160401130895,0.0,41.0,0.0,0.0,43,knn_minus_proxy
kd_1230bdae7ad25e2e5d6efe65,-0.10553344202080359,0.0,-12.0,0.0,0.0,43,knn_minus_proxy
kd_e3526159733061188292192b,1.3028243506108053,0.0,-42.0,0.0,1.0,43,knn_minus_proxy
kd_545d977bdfd15a7de63decef,0.891897673715641,0.0,-148.0,0.0,0.0,43,knn_minus_proxy
kd_c17dfaacf8d4ad13a846c194,-0.6135882425457342,0.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_4fb5037d0517b5f2e49d7cb8,-0.36609831214296484,0.0,-54.0,0.0,0.0,43,knn_minus_proxy
kd_1d79d6ebeee966e822594975,-0.1265467379983972,0.0,-93.0,0.0,0.0,43,knn_minus_proxy
kd_f365608e3456db106d18c6d2,-0.5120057379457175,0.0,-22.0,0.0,0.0,43,knn_minus_proxy
kd_bc6f8eb78e05a8d59745ffed,-0.45015149605333926,0.0,11.0,0.0,0.0,43,knn_minus_proxy
kd_44fd7701e3dfd5f4bc6f6ecc,0.0,0.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_25b2a0f557fab05ce8cbea0b,0.0,0.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_1240f69190ec158049575b49,0.0,0.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_ddb4c8b0260ad31176f76b90,-0.6313328035934797,0.0,-16.0,0.0,0.0,43,knn_minus_proxy
kd_517ecbd776daeba4ab9666b7,-1.0133078282528485,0.0,-21.0,0.0,0.0,43,knn_minus_proxy
kd_f4e0e749659102bf369dba8b,-0.16250282222672402,0.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_bfd35d6d571cbdefe4c41963,-0.022414182376099934,0.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_2ce88da4db9c6445cbc5bf85,0.10273166922379112,0.0,94.0,-1.0,0.0,43,knn_minus_proxy
kd_aacff545b47c1a6a4f23548f,0.0,0.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_ba66b49705100b5412c90e8d,-0.7097824419098293,0.0,-59.0,0.0,0.0,43,knn_minus_proxy
kd_8ab4bedf148d4b59bc45f2f4,-0.1270137001312326,0.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_3cf88783ee0c3c77f5331652,-0.037356970626833075,0.0,-1.0,0.0,0.0,43,knn_minus_proxy
kd_e536977c48f88fcd4b180512,-1.0030346613304695,0.0,-213.0,0.0,0.0,43,knn_minus_proxy
kd_0b6d866948b5e966b829cc29,-0.518794929580145,0.0,98.0,-1.0,0.0,43,knn_minus_proxy
kd_8c24202a727e579098b94c6d,0.6042489998890259,0.0,-130.0,1.0,0.0,43,knn_minus_proxy
kd_d10962711da64ffb5ae80f66,0.6911039565964129,0.0,-53.0,1.0,0.0,43,knn_minus_proxy
kd_7927560a296d36cd72316624,-0.19775846325579782,0.0,-45.0,0.0,0.0,43,knn_minus_proxy
kd_fae6107b53bd4fc360aeaa45,0.23161321788636569,0.0,-24.0,0.0,0.0,43,knn_minus_proxy
kd_52c4a05ba2d3b47277faf01b,1.707213557646274,0.0,15.0,0.0,1.0,43,knn_minus_proxy
kd_e6390b34135c1cd7a39132fa,0.081251411113362,0.0,8.0,0.0,0.0,43,knn_minus_proxy
kd_49a7e0e3ff55d485dbd43b8f,0.8237212023216705,0.0,-24.0,1.0,0.0,43,knn_minus_proxy
kd_65e7c7fa432ee1ed075aaabb,0.05977115300293301,0.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_8c385ebac898db63722bac13,0.24282030907441537,0.0,-5.0,1.0,0.0,43,knn_minus_proxy
